"","FID_","LINK_ID","F_NODE","T_NODE","ROAD_USE","LANES","ROAD_RANK","ROAD_NAME","MULTI_LINK","CONNECT","MAX_SPD","REST_VEH","REST_W","REST_H","REMARK","USER_ID","WORKSTATE","DEPT_CODE","STNL_REG","ROAD_TYPE","ROAD_NO","TMPID","UPLOAD_ID","SOSFNODEID","SOSTNODEID","SHAPE_STLe"
"104",NA,2.01587671744197e-314,2.01584005777105e-314,2.01583981073823e-314,0,1,107,"-",0,0,30,0,0,0,"","",5,49000,408,0,"-","NTIC_0609","","TEMP400","TEMP401",56.9164387825
"105",NA,2.01587676684854e-314,2.01584010717762e-314,2.01583986014479e-314,0,1,107,"-",0,0,30,0,0,0,"","",5,49000,408,0,"-","NTIC_0609","","TEMP399","TEMP398",54.241853386
"106",NA,2.0158768162551e-314,2.01583986014479e-314,2.01584010717762e-314,0,1,107,"-",0,0,30,0,0,0,"","",5,49000,408,0,"-","NTIC_0609","","TEMP398","TEMP399",54.2418533881
"107",NA,2.01587686566167e-314,2.01583990955136e-314,2.01584015658418e-314,0,1,107,"-",0,0,30,0,0,0,"","",5,49000,408,0,"-","NTIC_0609","","TEMP397","TEMP396",51.5826458796
"108",NA,2.01587691506823e-314,2.01584015658418e-314,2.01583990955136e-314,0,1,107,"-",0,0,30,0,0,0,"","",5,49000,408,0,"-","NTIC_0609","","TEMP396","TEMP397",51.5827677438
"109",NA,2.0158769644748e-314,2.01584015658418e-314,2.01584010717762e-314,0,1,107,"-",0,0,30,0,0,0,"","",5,49000,408,0,"-","NTIC_0609","","TEMP396","TEMP399",43.0764047049
"110",NA,2.01587701388136e-314,2.01584010717762e-314,2.01584015658418e-314,0,1,107,"-",0,0,30,0,0,0,"","",5,49000,408,0,"-","NTIC_0609","","TEMP399","TEMP396",43.0762288487
"111",NA,2.01587706328792e-314,2.01584010717762e-314,2.01584005777105e-314,0,1,107,"-",0,0,30,0,0,0,"","",5,49000,408,0,"-","NTIC_0609","","TEMP399","TEMP400",43.2507137511
"112",NA,2.01587711269449e-314,2.01584005777105e-314,2.01584010717762e-314,0,1,107,"-",0,0,30,0,0,0,"","",5,49000,408,0,"-","NTIC_0609","","TEMP400","TEMP399",43.2507137507
"113",NA,2.01587716210105e-314,2.01583966251853e-314,2.0158397119251e-314,0,1,107,"-",0,0,30,0,0,0,"","",5,49000,408,0,"-","0621Y_FT","","TEMP404","TEMP405",42.9190405655
